hb,hb_shuffled,bin_edges
26.0,6.0,-0.019250000000000017
26.999999999999996,7.0,-0.018750000000000017
30.0,7.0,-0.018250000000000016
33.0,8.0,-0.017750000000000016
30.0,8.0,-0.017250000000000015
41.0,8.0,-0.016750000000000015
44.0,13.0,-0.016250000000000014
47.0,11.000000000000002,-0.015750000000000014
42.0,13.0,-0.015250000000000014
38.99999999999999,13.000000000000002,-0.014750000000000013
34.99999999999999,13.0,-0.014250000000000013
28.0,12.000000000000002,-0.013750000000000012
31.0,9.000000000000002,-0.013250000000000012
29.0,8.000000000000002,-0.012750000000000011
35.0,7.000000000000003,-0.012250000000000011
40.0,8.000000000000002,-0.01175000000000001
42.0,10.000000000000002,-0.01125000000000001
38.0,11.000000000000002,-0.01075000000000001
40.00000000000001,11.000000000000002,-0.010250000000000009
41.0,17.000000000000004,-0.009750000000000009
38.00000000000001,17.000000000000004,-0.009250000000000008
36.0,19.0,-0.008750000000000008
32.0,19.0,-0.008250000000000007
40.99999999999999,17.999999999999996,-0.007750000000000007
40.0,17.0,-0.0072500000000000064
41.0,13.0,-0.006750000000000006
42.0,12.999999999999998,-0.0062500000000000056
43.0,12.0,-0.005750000000000005
45.0,11.0,-0.005250000000000005
38.99999999999999,11.0,-0.004750000000000004
37.0,11.0,-0.004250000000000004
38.0,10.000000000000002,-0.0037500000000000033
45.0,9.000000000000002,-0.003250000000000003
44.0,7.000000000000001,-0.0027500000000000024
47.99999999999999,7.000000000000003,-0.002250000000000002
50.0,9.000000000000002,-0.0017500000000000018
50.0,8.000000000000002,-0.0012500000000000013
48.0,9.000000000000002,-0.0007500000000000009
38.00000000000001,10.000000000000002,-0.00025000000000000044
36.0,11.0,0.00025
32.00000000000001,9.000000000000002,0.0007500000000000004
36.00000000000001,5.999999999999999,0.001250000000000001
33.0,4.999999999999998,0.0017500000000000013
33.0,2.999999999999999,0.002250000000000002
34.00000000000001,4.0,0.0027500000000000024
36.00000000000001,3.0,0.003250000000000003
41.00000000000001,7.999999999999998,0.0037500000000000033
43.0,10.0,0.004250000000000004
49.0,12.000000000000002,0.004750000000000004
48.0,15.000000000000002,0.005250000000000005
50.00000000000001,15.999999999999998,0.005750000000000005
50.0,16.0,0.0062500000000000056
42.00000000000001,13.0,0.006750000000000006
34.0,11.000000000000002,0.0072500000000000064
33.00000000000001,11.0,0.007750000000000007
36.00000000000001,9.0,0.008250000000000007
31.000000000000004,8.0,0.00874999999999998
26.0,7.999999999999999,0.00924999999999998
28.000000000000004,8.0,0.009749999999999981
29.0,11.0,0.010249999999999981
27.0,11.000000000000002,0.010749999999999982
24.0,12.000000000000002,0.011249999999999982
23.000000000000004,11.0,0.011749999999999983
24.0,15.000000000000002,0.012249999999999983
23.000000000000004,16.0,0.012749999999999984
29.000000000000004,15.0,0.013249999999999984
25.0,16.0,0.013749999999999984
27.0,16.0,0.014249999999999985
34.00000000000001,19.0,0.014749999999999985
36.0,14.0,0.015249999999999986
40.0,12.0,0.015749999999999986
31.0,11.0,0.016249999999999987
31.0,11.0,0.016749999999999987
30.000000000000004,11.0,0.017249999999999988
24.0,7.999999999999998,0.017749999999999988
21.0,9.999999999999998,0.01824999999999999
14.0,9.0,0.01874999999999999
17.0,8.000000000000002,0.01924999999999999
18.0,6.0,0.01974999999999999
20.0,4.0,0.02024999999999999
21.0,4.000000000000001,0.02074999999999999
21.000000000000004,2.0000000000000013,0.02124999999999999
24.0,4.999999999999999,0.02174999999999999
23.000000000000004,5.999999999999999,0.022249999999999992
24.000000000000004,7.999999999999999,0.022749999999999992
21.0,8.0,0.023249999999999993
22.0,10.0,0.023749999999999993
19.999999999999996,10.0,0.024249999999999994
21.0,9.0,0.024749999999999994
20.999999999999996,10.000000000000002,0.025249999999999995
17.999999999999996,8.0,0.025749999999999995
22.0,9.999999999999998,0.026249999999999996
23.999999999999993,10.0,0.026749999999999996
25.999999999999996,13.0,0.027249999999999996
23.0,12.0,0.027749999999999997
19.999999999999993,14.0,0.028249999999999997
25.0,14.0,0.028749999999999998
19.999999999999996,13.999999999999998,0.029249999999999998
16.999999999999996,11.0,0.02975
16.999999999999996,8.999999999999998,0.03025
19.999999999999996,11.0,0.03075
22.999999999999996,7.999999999999998,0.03125
19.999999999999996,8.999999999999998,0.03175
18.999999999999993,6.999999999999999,0.03225
22.0,6.999999999999999,0.03275
19.999999999999996,8.0,0.03325
22.0,5.999999999999998,0.03375
23.0,7.000000000000001,0.03425
23.999999999999993,7.0,0.03475
22.0,6.999999999999998,0.035250000000000004
19.999999999999996,9.999999999999998,0.035750000000000004
20.0,9.0,0.036250000000000004
17.999999999999996,10.999999999999998,0.036750000000000005
13.999999999999996,13.0,0.037250000000000005
13.999999999999996,14.0,0.037750000000000006
16.999999999999996,15.0,0.038250000000000006
14.999999999999996,15.0,0.03875000000000001
15.999999999999998,15.000000000000002,0.03925000000000001
12.999999999999998,14.0,0.03975000000000001
13.999999999999998,11.0,0.04024999999999998
11.999999999999998,13.000000000000002,0.04074999999999998
11.999999999999998,14.000000000000002,0.04124999999999998
13.0,12.0,0.04174999999999998
11.999999999999998,12.000000000000002,0.04224999999999998
13.999999999999996,12.000000000000002,0.04274999999999998
14.0,15.000000000000005,0.04324999999999998
14.0,11.000000000000002,0.04374999999999998
12.999999999999996,11.000000000000002,0.044249999999999984
13.0,10.000000000000002,0.044749999999999984
12.999999999999998,11.0,0.045249999999999985
10.000000000000002,10.0,0.045749999999999985
10.000000000000002,8.0,0.046249999999999986
11.999999999999998,8.999999999999998,0.046749999999999986
10.0,9.0,0.047249999999999986
7.9999999999999964,10.0,0.04774999999999999
8.0,8.999999999999998,0.04824999999999999
9.999999999999998,8.0,0.04874999999999999
7.999999999999998,6.999999999999999,0.04924999999999999
5.999999999999998,5.999999999999999,0.04974999999999999
6.999999999999999,6.999999999999998,0.05024999999999999
5.999999999999995,7.0,0.05074999999999999
7.0,7.0,0.05124999999999999
5.9999999999999964,8.0,0.05174999999999999
10.999999999999998,10.0,0.05224999999999999
10.0,10.0,0.05274999999999999
11.0,10.0,0.05324999999999999
12.0,13.0,0.05374999999999999
11.000000000000005,14.0,0.05424999999999999
10.0,15.0,0.05474999999999999
7.000000000000003,14.0,0.055249999999999994
10.000000000000002,14.0,0.055749999999999994
10.999999999999998,13.0,0.056249999999999994
12.0,8.999999999999998,0.056749999999999995
11.999999999999993,7.999999999999998,0.057249999999999995
12.0,7.999999999999999,0.057749999999999996
11.0,6.0,0.058249999999999996
11.999999999999996,7.0,0.05875
12.999999999999998,6.0,0.05925
14.0,9.0,0.05975
13.0,8.0,0.06025
15.000000000000002,9.0,0.06075
15.999999999999996,12.0,0.06125
15.000000000000002,16.0,0.06175
14.000000000000002,16.0,0.06225
11.0,14.0,0.06275
12.000000000000009,15.0,0.06325
12.000000000000002,14.0,0.06375
10.999999999999996,13.000000000000002,0.06425
9.000000000000002,8.0,0.06475
6.999999999999996,9.000000000000002,0.06525
10.999999999999996,10.0,0.06575
11.000000000000002,9.000000000000002,0.06625
9.0,10.000000000000002,0.06675
10.0,12.000000000000002,0.06725
8.999999999999998,12.0,0.06775
11.0,12.0,0.06825
8.0,9.999999999999998,0.06875
10.0,13.000000000000002,0.06925
13.000000000000005,13.000000000000002,0.06975
14.000000000000005,10.000000000000002,0.07025
16.000000000000004,10.000000000000002,0.07075000000000001
17.0,11.000000000000005,0.07125000000000001
17.999999999999996,13.000000000000005,0.07175000000000001
16.0,11.000000000000002,0.07225000000000001
14.000000000000007,8.000000000000004,0.07275000000000001
15.000000000000002,7.000000000000003,0.07325000000000001
12.000000000000009,6.0,0.07375000000000001
9.000000000000002,6.0,0.07425000000000001
10.000000000000007,8.000000000000002,0.07475000000000001
9.000000000000005,8.0,0.07525000000000001
8.0,7.999999999999999,0.07575000000000001
5.0,8.0,0.07625000000000001
8.0,9.000000000000002,0.07675000000000001
7.0,7.999999999999999,0.07725000000000001
7.0,4.000000000000001,0.07775000000000001
8.000000000000009,2.999999999999999,0.07825000000000001
10.000000000000007,4.000000000000001,0.07875000000000001
10.000000000000005,5.000000000000001,0.07925000000000001
7.000000000000004,5.000000000000001,0.07975000000000002
9.000000000000009,3.0,0.08025000000000002
8.000000000000002,7.000000000000001,0.08075000000000002
8.000000000000005,9.999999999999998,0.08125000000000002
6.0,11.0,0.08175000000000002
10.000000000000007,11.0,0.08225000000000002
14.000000000000005,14.0,0.08275000000000002
14.000000000000005,14.0,0.08325000000000002
13.000000000000002,12.999999999999998,0.08375000000000002
16.000000000000007,12.0,0.08425000000000002
16.000000000000007,11.000000000000002,0.08475000000000002
12.000000000000007,11.000000000000002,0.08525000000000002
12.000000000000009,7.999999999999998,0.08575000000000002
13.000000000000005,7.999999999999999,0.08625000000000002
16.00000000000001,7.999999999999999,0.08675000000000002
16.000000000000004,7.999999999999999,0.08725000000000002
16.000000000000004,10.000000000000002,0.08775000000000002
17.000000000000004,9.0,0.08825000000000002
14.000000000000005,10.0,0.08874999999999997
12.000000000000002,12.0,0.08924999999999997
10.000000000000005,12.0,0.08974999999999997
7.000000000000003,14.0,0.09024999999999997
8.000000000000002,16.000000000000004,0.09074999999999997
6.000000000000001,18.000000000000004,0.09124999999999997
6.000000000000001,19.0,0.09174999999999997
7.000000000000004,20.000000000000004,0.09224999999999997
8.0,18.0,0.09274999999999997
11.000000000000005,17.0,0.09324999999999997
10.000000000000004,15.0,0.09374999999999997
12.000000000000005,14.0,0.09424999999999997
11.000000000000005,12.0,0.09474999999999997
11.000000000000007,10.000000000000002,0.09524999999999997
9.0,10.0,0.09574999999999997
9.000000000000002,7.000000000000001,0.09624999999999997
9.000000000000002,5.000000000000001,0.09674999999999997
8.000000000000005,6.000000000000003,0.09724999999999998
10.0,5.999999999999998,0.09774999999999998
10.000000000000002,7.999999999999999,0.09824999999999998
13.000000000000005,11.0,0.09874999999999998
14.000000000000005,12.000000000000002,0.09924999999999998
15.000000000000005,12.0,0.09974999999999998
15.000000000000005,9.999999999999998,0.10024999999999998
14.000000000000005,10.000000000000002,0.10074999999999998
12.000000000000005,11.0,0.10124999999999998
9.000000000000002,9.999999999999998,0.10174999999999998
5.0,9.999999999999996,0.10224999999999998
5.000000000000004,12.999999999999996,0.10274999999999998
5.000000000000003,17.0,0.10324999999999998
5.0,19.0,0.10374999999999998
7.0,19.0,0.10424999999999998
6.000000000000004,17.0,0.10474999999999998
7.0000000000000036,17.000000000000004,0.10524999999999998
6.000000000000003,14.0,0.10574999999999998
7.000000000000003,12.000000000000002,0.10624999999999998
7.999999999999999,10.000000000000002,0.10674999999999998
7.0,9.000000000000002,0.10724999999999998
7.000000000000003,10.000000000000002,0.10774999999999998
6.000000000000003,10.000000000000002,0.10824999999999999
9.000000000000002,9.000000000000002,0.10874999999999999
8.000000000000004,7.000000000000003,0.10924999999999999
7.000000000000003,7.000000000000001,0.10974999999999999
7.000000000000003,5.000000000000001,0.11024999999999999
8.000000000000002,3.0000000000000013,0.11074999999999999
10.0,3.999999999999998,0.11124999999999999
6.999999999999999,5.999999999999998,0.11174999999999999
9.000000000000002,6.999999999999999,0.11224999999999999
11.000000000000002,5.999999999999999,0.11274999999999999
10.0,5.999999999999998,0.11324999999999999
12.000000000000002,10.0,0.11374999999999999
10.000000000000002,10.000000000000002,0.11424999999999999
11.000000000000002,8.0,0.11474999999999999
8.0,8.0,0.11524999999999999
7.000000000000003,8.999999999999998,0.11574999999999999
8.000000000000005,9.0,0.11624999999999999
6.000000000000003,7.0,0.11674999999999999
6.000000000000003,9.0,0.11725
4.999999999999999,14.0,0.11775
5.000000000000003,15.0,0.11825
4.999999999999999,15.0,0.11875
6.000000000000003,16.000000000000004,0.11925
6.0,16.0,0.11975
6.000000000000003,12.0,0.12025
6.000000000000003,8.0,0.12075
7.000000000000003,6.0,0.12125
7.000000000000001,4.999999999999999,0.12175
8.0,3.9999999999999996,0.12225
6.999999999999999,5.0,0.12275
6.0,9.000000000000002,0.12325
6.0,7.999999999999999,0.12375
8.000000000000004,11.0,0.12425
7.0,13.0,0.12475
4.0000000000000036,16.0,0.12525
5.000000000000002,15.0,0.12575
7.000000000000001,13.0,0.12625
10.000000000000002,14.0,0.12675
7.000000000000003,14.0,0.12725
9.000000000000002,13.0,0.12775
9.000000000000004,11.000000000000002,0.12825
8.000000000000004,10.000000000000002,0.12875
7.000000000000003,10.0,0.12925
5.999999999999998,10.000000000000002,0.12975
6.0,7.0,0.13025
2.9999999999999964,8.0,0.13075
5.0,5.999999999999999,0.13125
